SaleID,Date,ProductID,CustomerID,Region,Quantity,Price
114,26-05-2025,P109,C0597,West,6,201.03
115,30-11-2024,P121,C0965,West,8,255.61
116,10-09-2025,P146,C0740,South,8,183.56
117,30-08-2025,P139,C1515,North,2,293.81
118,26-11-2024,P142,C4518,South,5,91.36
119,06-11-2024,P146,C4852,West,3,246.08
120,08-04-2025,P112,C1333,South,10,474.36
121,08-10-2024,P122,C4197,North,8,74.03
122,16-07-2025,P146,C2166,East,5,462.31
123,27-05-2025,P107,C4535,East,5,217.78
124,07-12-2024,P103,C2613,West,9,106.89
125,08-05-2025,P137,C1160,South,6,273.63
126,29-11-2024,P101,C4707,North,1,78.52
127,05-03-2025,P126,C1799,East,7,173.8
128,09-07-2025,P104,C3764,South,4,422.28
129,25-10-2024,P118,C3851,South,9,123.33
130,21-04-2025,P136,C2688,East,1,76.28
131,04-04-2025,P132,C4262,South,3,359.98
132,13-07-2025,P146,C3708,South,2,111.31
133,24-10-2024,P127,C0594,West,9,465.89
134,07-01-2025,P150,C3057,North,8,79.66
135,22-05-2025,P123,C4608,North,2,102.28
136,22-04-2025,P124,C0009,South,8,448.66
137,07-09-2025,P107,C0706,East,3,242.33
138,30-11-2024,P148,C0358,East,4,476.15
139,13-11-2024,P129,C0437,South,4,69.73
140,04-04-2025,P130,C0581,West,10,191.26
141,01-08-2025,P101,C0038,West,5,457.72
142,07-10-2024,P142,C0710,East,9,370.12
143,10-04-2025,P145,C2401,South,3,408.85
144,10-12-2024,P134,C3837,West,10,299.9
145,22-03-2025,P114,C3377,East,3,317.83
146,03-10-2024,P118,C3869,North,7,426.35
147,25-03-2025,P106,C4217,South,8,140.98
148,30-08-2025,P120,C4411,North,4,455.76
149,17-04-2025,P147,C0580,North,5,199.53
150,09-09-2025,P110,C2882,West,4,358.07
151,17-11-2024,P105,C3837,East,4,486.87
152,28-09-2024,P147,C2949,West,5,285.81
153,24-04-2025,P116,C2764,South,7,288.47
154,26-12-2024,P126,C2237,West,1,385.4
155,16-02-2025,P129,C1588,South,5,450.95
156,08-04-2025,P135,C4124,South,9,186.64
157,20-09-2025,P112,C2605,South,7,464.51
158,04-10-2024,P141,C2441,West,3,293.09
159,15-09-2025,P122,C2737,North,8,417.34
160,26-07-2025,P118,C0411,West,6,252.04
161,23-07-2025,P122,C2888,North,6,482.41
162,24-06-2025,P111,C1688,South,1,317.33
163,09-11-2024,P135,C2731,East,2,69.13
164,20-12-2024,P141,C2536,North,10,95.77
165,17-04-2025,P115,C0817,North,2,258.21
166,07-10-2024,P133,C3178,North,10,493.83
167,28-01-2025,P102,C1166,East,5,366.87
168,17-01-2025,P129,C3188,North,3,125.69
169,04-06-2025,P102,C3327,East,4,191.81
170,27-11-2024,P118,C0682,South,1,451.84
171,25-07-2025,P143,C1108,South,8,455.5
172,01-01-2025,P137,C2928,North,1,121.06
173,24-05-2025,P127,C0416,North,6,99.95
174,01-01-2025,P114,C1500,East,10,166.83
175,29-11-2024,P141,C2784,North,8,177.13
176,19-09-2025,P132,C0819,West,4,430.04
177,12-12-2024,P130,C4874,North,6,368.73
178,26-09-2025,P138,C3000,North,4,349.89
179,06-05-2025,P105,C0395,North,7,179.53
180,15-08-2025,P144,C1772,East,1,141.47
181,12-07-2025,P138,C0971,North,5,206.69
182,12-12-2024,P103,C1758,West,1,277.92
183,21-03-2025,P145,C2329,North,2,294.24
184,09-12-2024,P141,C0769,South,6,446.23
185,09-11-2024,P140,C1428,East,6,391.98
186,04-07-2025,P116,C3063,East,3,70.57
187,26-05-2025,P125,C0579,North,1,233.4
188,24-06-2025,P132,C4665,North,1,229
189,06-09-2025,P128,C4486,North,2,296.03
190,30-11-2024,P146,C3599,West,5,69.84
191,29-05-2025,P145,C1980,West,9,170.18
192,25-12-2024,P144,C1027,South,4,306.62
193,25-03-2025,P119,C2513,East,4,59.23
194,10-03-2025,P126,C4021,West,7,391.44
195,25-02-2025,P111,C2738,East,1,148.08
196,17-05-2025,P141,C2851,North,2,271.95
197,30-11-2024,P125,C2565,East,3,454.48
198,06-07-2025,P112,C2342,North,8,291.76
199,24-02-2025,P112,C4769,North,3,347.67
200,11-04-2025,P137,C1225,South,4,188.47
201,07-09-2025,P107,C0572,North,1,307.09
202,19-02-2025,P142,C3456,North,6,159.93
203,11-05-2025,P141,C4432,West,9,163.97
204,17-05-2025,P101,C1241,North,2,222.81
205,16-08-2025,P129,C1802,South,10,467.38
206,25-03-2025,P119,C2741,West,6,389.41
207,26-07-2025,P137,C4559,West,6,435.74
208,04-05-2025,P112,C0719,South,10,381.63
209,19-11-2024,P150,C3470,East,3,227.86
210,21-11-2024,P115,C1969,West,3,408.8
211,17-03-2025,P145,C1159,West,6,209.18
212,30-04-2025,P112,C0637,East,8,492.49
213,17-07-2025,P102,C4882,South,1,458.3
214,21-12-2024,P108,C0745,East,3,151.54
215,07-09-2025,P149,C4512,North,3,135.07
216,22-01-2025,P145,C1379,North,10,376.5
217,20-10-2024,P111,C0554,East,9,403.55
218,12-04-2025,P134,C4693,West,1,358.88
219,13-12-2024,P137,C0774,West,2,397.76
220,27-07-2025,P133,C3577,South,9,217.14
221,14-09-2025,P136,C4511,North,10,446.33
222,11-04-2025,P137,C3800,West,3,366.79
223,21-03-2025,P107,C3128,North,1,387.69
224,19-06-2025,P150,C2783,South,8,290.74
225,17-12-2024,P145,C4947,South,2,296.37
226,28-04-2025,P125,C4987,South,9,458.88
227,08-03-2025,P131,C1413,East,6,482.65
228,17-05-2025,P120,C0438,North,9,112.15
229,13-08-2025,P147,C3906,South,1,74.29
230,10-03-2025,P136,C1752,East,9,107.36
231,28-03-2025,P115,C1109,South,1,163.38
232,30-05-2025,P118,C2284,West,5,344.68
233,20-03-2025,P147,C1079,North,2,239.66
234,19-09-2025,P124,C4730,South,1,352.91
235,22-06-2025,P148,C0107,South,1,335.32
236,07-09-2025,P104,C2270,South,4,433.57
237,25-03-2025,P109,C3596,West,6,432.72
238,28-11-2024,P109,C0846,South,6,373.03
239,23-09-2025,P103,C1071,North,7,200.96
240,11-03-2025,P104,C3336,East,7,138.67
241,28-03-2025,P144,C0471,East,10,153.86
242,20-02-2025,P129,C3744,West,6,229.05
243,17-05-2025,P138,C0787,South,3,395.56
244,05-09-2025,P144,C0188,South,10,90.35
245,10-06-2025,P144,C0607,West,5,220.15
246,22-06-2025,P139,C0335,South,10,387.08
247,02-08-2025,P134,C1788,North,1,168.65
248,27-05-2025,P148,C4434,East,2,329.04
249,30-04-2025,P126,C1329,South,10,86.52
250,28-04-2025,P113,C0971,West,8,56.3
251,23-07-2025,P104,C3006,West,9,448.16
252,02-07-2025,P127,C3222,West,1,222.42
253,18-11-2024,P145,C3228,South,2,306.65
254,19-11-2024,P126,C2966,East,1,186.44
255,17-12-2024,P119,C2087,East,1,248.44
256,06-04-2025,P128,C3208,South,5,322.1
257,01-12-2024,P113,C1841,West,6,53.84
258,03-11-2024,P142,C4953,West,3,254.13
259,30-05-2025,P109,C1384,West,3,245.23
260,31-03-2025,P108,C0725,East,3,165.08
261,15-04-2025,P127,C1126,East,9,362.94
262,03-09-2025,P118,C1240,North,9,432.57
263,05-04-2025,P141,C0322,West,10,477.67
264,09-11-2024,P140,C0804,West,3,337.76
265,28-02-2025,P147,C2549,North,10,306.9
266,23-07-2025,P125,C2160,South,4,301.87
267,07-01-2025,P116,C1098,East,8,488.35
268,20-09-2025,P112,C2996,North,6,289.23
269,14-09-2025,P115,C2012,East,4,477.21
270,07-09-2025,P103,C1974,North,2,367.88
271,02-11-2024,P124,C4334,West,7,62.6
272,29-09-2024,P147,C2188,East,8,400.26
273,01-12-2024,P125,C4618,East,8,198.87
274,01-09-2025,P130,C3289,East,6,476.15
275,15-06-2025,P124,C1966,West,6,303.94
276,22-04-2025,P118,C3220,West,10,399.61
277,21-03-2025,P125,C0521,West,4,457.68
278,15-10-2024,P109,C0648,South,6,178.5
279,29-08-2025,P102,C4387,North,10,199.42
280,22-01-2025,P140,C2510,North,6,133.41
281,26-02-2025,P126,C4882,South,6,403.94
282,12-03-2025,P124,C4717,West,7,185.94
283,04-10-2024,P129,C1489,North,4,56.1
284,18-03-2025,P118,C1120,South,6,399.61
285,16-11-2024,P138,C0973,East,3,223.16
286,01-11-2024,P119,C0432,East,9,312.58
287,04-02-2025,P116,C1290,West,2,185.45
288,11-03-2025,P121,C2531,South,1,253.76
289,23-04-2025,P127,C1803,West,4,96.91
290,25-09-2025,P144,C0149,North,9,340.53
291,08-03-2025,P147,C1000,West,9,419.88
292,11-01-2025,P111,C1164,North,2,215.76
293,08-03-2025,P136,C3659,North,9,176.38
294,22-06-2025,P111,C1714,East,5,382.61
295,21-11-2024,P112,C3547,West,5,170.18
296,31-08-2025,P144,C4081,North,2,273.75
297,21-06-2025,P142,C1341,North,9,234.91
298,24-12-2024,P122,C1210,South,8,258.26
299,01-11-2024,P109,C4730,West,7,356.89
300,18-05-2025,P127,C1543,South,8,51.53
301,28-04-2025,P118,C0508,North,6,416.88
302,24-04-2025,P129,C4400,North,1,467.41
303,17-08-2025,P124,C2667,North,1,61.39
304,17-08-2025,P110,C3964,South,3,79.57
305,30-12-2024,P112,C2620,West,4,103.96
306,07-03-2025,P102,C4950,East,4,485.45
307,05-07-2025,P145,C1012,South,7,288.09
308,04-05-2025,P141,C0712,West,3,458.79
309,12-06-2025,P113,C0997,South,7,330.1
310,10-10-2024,P123,C1263,West,3,457.92
311,07-09-2025,P102,C4923,South,10,376.81
312,08-04-2025,P132,C2017,East,3,373.61
313,31-12-2024,P140,C2886,South,4,116.76
314,04-05-2025,P110,C3627,South,10,135.55
315,23-03-2025,P134,C4943,South,1,179.3
316,25-09-2025,P131,C1820,East,4,108.14
317,10-08-2025,P128,C3497,North,9,207.5
318,02-02-2025,P103,C3847,West,2,458.33
319,19-05-2025,P136,C3762,North,9,134.35
320,31-05-2025,P139,C4079,North,9,413.12
321,27-05-2025,P113,C3123,North,2,56.37
322,24-08-2025,P108,C1278,West,2,209.4
323,10-02-2025,P136,C1821,South,2,483.65
324,21-03-2025,P132,C3562,East,9,436.79
325,16-11-2024,P150,C3298,West,4,195.94
326,26-03-2025,P149,C2152,South,3,144.42
327,05-06-2025,P114,C1252,South,3,463.84
328,18-10-2024,P133,C0139,North,10,181.42
329,06-03-2025,P110,C2836,South,3,130.39
330,18-11-2024,P123,C3318,North,7,132.37
331,07-08-2025,P140,C2766,South,6,345.24
332,23-07-2025,P125,C1985,West,4,80
333,27-01-2025,P142,C0940,North,5,228.57
334,30-10-2024,P132,C2260,North,4,52.84
335,13-04-2025,P143,C2583,South,9,477.4
336,18-08-2025,P150,C1000,East,3,56.1
337,04-05-2025,P143,C0588,South,7,128.53
338,12-02-2025,P143,C0470,East,7,153.16
339,03-02-2025,P147,C3880,East,7,78.47
340,17-10-2024,P147,C2268,West,1,212.69
341,23-07-2025,P117,C4659,North,3,471.55
342,29-01-2025,P143,C0552,East,2,242.65
343,14-08-2025,P147,C2193,North,2,304.8
344,08-12-2024,P144,C2804,East,7,172.23
345,03-02-2025,P137,C0749,West,10,493.14
346,12-08-2025,P138,C2630,West,9,273.49
347,11-05-2025,P112,C0494,West,1,415.04
348,30-03-2025,P102,C2078,South,7,489.38
349,06-12-2024,P143,C0123,North,10,440.09
350,11-01-2025,P132,C0788,South,2,117.35
351,28-08-2025,P105,C1654,South,7,457.67
352,01-06-2025,P140,C3306,West,9,304.94
353,11-04-2025,P130,C3326,North,10,479.7
354,22-12-2024,P131,C1767,North,3,241.86
355,23-02-2025,P131,C1896,North,10,493.29
356,24-07-2025,P112,C1081,West,7,353.73
357,19-11-2024,P102,C3772,East,10,483.73
358,16-06-2025,P135,C3893,West,6,156.75
359,17-03-2025,P141,C1704,East,4,101.88
360,09-07-2025,P106,C3132,East,5,134.77
361,28-09-2024,P133,C4737,East,3,154.93
362,06-06-2025,P110,C0375,South,2,313.74
363,19-06-2025,P123,C0193,East,8,413.4
364,12-09-2025,P118,C2317,West,5,265.97
365,08-01-2025,P146,C0410,North,3,239.39
366,27-03-2025,P136,C3804,West,5,189.13
367,08-07-2025,P143,C3566,West,7,183.98
368,19-10-2024,P129,C4859,West,5,448.17
369,13-05-2025,P106,C3439,South,7,450.74
370,08-05-2025,P128,C0277,East,6,64.86
371,26-03-2025,P127,C2002,East,6,364.56
372,07-03-2025,P131,C1632,North,10,382.6
373,30-04-2025,P118,C4629,West,10,133.91
374,02-08-2025,P130,C3616,North,2,447.23
375,01-01-2025,P137,C2934,South,10,363.18
376,17-12-2024,P115,C2631,South,1,362.62
377,26-01-2025,P138,C3818,North,3,215.6
378,08-12-2024,P108,C1324,South,8,236.09
379,04-12-2024,P114,C3495,East,4,494.35
380,14-04-2025,P121,C2376,East,10,227.06
381,08-04-2025,P119,C3392,West,4,184.34
382,05-02-2025,P122,C2145,East,4,188.33
383,13-01-2025,P117,C0598,East,10,104.59
384,04-03-2025,P137,C4944,South,10,159.11
385,12-01-2025,P146,C2118,East,10,252.9
386,17-04-2025,P115,C4710,East,7,168.71
387,08-04-2025,P134,C4599,South,3,151.04
388,21-10-2024,P138,C2689,West,3,322.45
389,01-04-2025,P131,C1791,East,2,162.13
390,09-12-2024,P107,C0066,West,3,77.54
391,21-07-2025,P112,C0944,West,1,265.52
392,24-09-2025,P120,C4249,East,4,179.18
393,16-06-2025,P146,C3382,East,6,262.68
394,13-05-2025,P138,C1081,South,1,160
395,17-01-2025,P103,C2473,East,10,244.78
396,30-03-2025,P120,C3126,North,3,375.59
397,01-08-2025,P115,C4642,North,1,113.65
398,04-01-2025,P148,C2915,North,3,400.45
399,29-12-2024,P114,C3781,East,7,438.94
400,22-04-2025,P134,C4874,West,4,198.85
401,20-12-2024,P122,C3862,North,9,472.96
402,20-07-2025,P106,C4700,South,2,167.49
403,30-06-2025,P124,C4527,East,4,166.72
404,02-09-2025,P121,C3249,West,4,88.09
405,29-11-2024,P115,C4441,East,1,448.26
406,09-06-2025,P119,C1504,South,7,120.91
407,22-01-2025,P143,C1112,North,4,137.71
408,09-12-2024,P130,C2399,South,5,232.96
409,04-09-2025,P142,C0883,North,5,154.4
410,27-12-2024,P129,C4747,West,9,383.65
411,11-01-2025,P144,C3247,North,1,298.48
412,25-12-2024,P142,C2571,South,10,437.16
413,23-07-2025,P125,C4773,North,3,448.75
414,28-10-2024,P142,C0735,West,8,450.17
415,07-05-2025,P105,C3816,East,4,497.1
416,01-07-2025,P120,C1703,East,1,119.82
417,18-08-2025,P135,C3004,North,3,122.89
418,14-06-2025,P136,C4994,East,7,225.88
419,11-06-2025,P112,C3674,East,3,139.54
420,07-03-2025,P109,C4263,South,10,406.94
421,30-05-2025,P101,C1117,North,3,198.59
422,21-01-2025,P137,C0884,South,4,445.02
423,20-04-2025,P115,C0180,South,4,164.14
424,05-08-2025,P130,C3613,North,2,351.65
425,19-06-2025,P128,C3738,East,1,246.89
426,26-09-2024,P128,C1164,West,10,324.48
427,09-10-2024,P149,C2583,South,1,128.1
428,26-06-2025,P142,C3033,South,1,85.21
429,19-12-2024,P112,C1891,East,8,126.78
430,03-04-2025,P102,C1776,East,3,71
431,17-09-2025,P135,C2425,West,2,475.95
432,20-05-2025,P138,C0135,North,8,372.96
433,07-03-2025,P111,C1085,East,1,446.49
434,28-03-2025,P104,C3600,West,5,347.25
435,29-07-2025,P135,C3790,North,8,338.99
436,16-05-2025,P145,C4057,East,5,236.26
437,25-04-2025,P140,C4922,South,5,72.52
438,25-04-2025,P124,C4437,South,9,442.58
439,20-08-2025,P129,C1263,West,3,202.77
440,16-04-2025,P105,C1474,South,6,319.46
441,22-07-2025,P138,C2812,West,7,391.21
442,27-03-2025,P119,C2087,South,4,268.46
443,11-11-2024,P141,C1538,West,10,396.24
444,17-06-2025,P105,C1527,North,3,88.04
445,14-08-2025,P104,C0977,West,9,68.88
446,29-04-2025,P145,C2840,West,10,72.5
447,15-09-2025,P105,C3723,North,8,181.11
448,09-02-2025,P103,C1848,South,6,96.61
449,06-07-2025,P140,C2063,East,3,319.18
450,11-08-2025,P148,C0897,West,2,127.7
451,23-08-2025,P110,C4033,West,5,162.4
452,11-10-2024,P136,C3723,South,3,59.66
453,27-01-2025,P119,C1226,South,2,219.06
454,08-11-2024,P125,C2626,East,10,445.58
455,19-07-2025,P125,C1576,South,1,361.56
456,05-01-2025,P113,C1658,East,5,185.92
457,20-12-2024,P102,C2497,West,9,319.65
458,18-08-2025,P122,C0097,East,8,59.36
459,28-05-2025,P111,C0085,East,10,357.4
460,07-02-2025,P150,C4158,East,2,325.43
461,28-11-2024,P121,C1553,West,8,165.82
462,20-09-2025,P145,C1489,West,7,335.6
463,04-11-2024,P114,C1311,East,7,154.93
464,13-10-2024,P112,C3706,West,8,193.51
465,15-08-2025,P111,C1311,East,10,119.12
466,16-06-2025,P127,C0660,West,6,294.23
467,19-10-2024,P110,C4953,South,1,344.35
468,15-02-2025,P137,C1292,South,10,178.63
469,08-10-2024,P105,C2643,West,4,68.92
470,15-04-2025,P138,C2603,East,10,231
471,03-12-2024,P128,C2002,West,3,340.59
472,24-02-2025,P112,C2431,South,1,244.16
473,09-02-2025,P105,C2747,East,10,281.47
474,27-12-2024,P142,C4516,East,2,137.54
475,21-06-2025,P147,C0877,South,9,392.13
476,25-01-2025,P103,C0358,East,10,290.49
477,18-01-2025,P115,C1287,North,2,129.55
478,02-06-2025,P110,C0774,South,2,217.45
479,14-10-2024,P119,C4190,North,6,292.25
480,08-09-2025,P128,C4452,West,9,274.78
481,06-06-2025,P126,C2441,North,2,393.61
482,26-11-2024,P108,C4349,East,5,300.32
483,12-05-2025,P104,C3191,East,5,387.53
484,30-06-2025,P144,C0008,North,7,129.95
485,09-04-2025,P133,C4079,West,9,266.2
486,04-02-2025,P121,C4267,East,7,337.01
487,02-09-2025,P119,C3272,East,2,318.11
488,29-11-2024,P147,C1060,South,5,346.33
489,02-06-2025,P108,C1155,West,3,130.57
490,03-01-2025,P113,C1500,North,5,360.58
491,18-09-2025,P103,C2330,South,10,163.82
492,19-09-2025,P114,C0924,East,8,471.95
493,20-06-2025,P137,C0917,North,8,438.22
494,29-11-2024,P129,C1257,West,10,324.23
495,24-06-2025,P140,C2275,North,3,281.16
496,18-06-2025,P113,C0909,North,1,148.7
497,19-01-2025,P128,C3460,West,1,381.88
498,13-02-2025,P148,C1378,North,1,52.42
499,21-04-2025,P113,C1322,East,4,294.79
500,18-10-2024,P113,C0790,North,6,334.31
501,29-04-2025,P121,C1471,East,4,448.83
502,16-01-2025,P116,C4505,North,6,298.92
503,08-05-2025,P111,C3424,South,10,395.29
504,22-06-2025,P104,C0489,West,7,290.29
505,03-03-2025,P128,C1344,West,7,470.1
506,09-01-2025,P115,C1453,South,9,324.24
507,10-07-2025,P125,C1670,South,8,233.38
508,01-07-2025,P148,C0683,East,2,447.47
509,19-03-2025,P135,C3298,South,7,254.69
510,18-04-2025,P116,C3556,East,2,50.37
511,11-06-2025,P105,C1556,South,9,406
512,03-05-2025,P113,C1849,South,2,352.86
513,25-12-2024,P133,C1834,East,3,257.49
514,05-07-2025,P139,C0519,West,6,368.71
515,18-09-2025,P149,C0163,West,8,271.85
516,06-07-2025,P107,C0356,West,6,421.48
517,09-04-2025,P111,C0052,North,5,161.31
518,13-09-2025,P105,C1044,West,10,250.07
519,02-10-2024,P127,C0957,West,9,362.66
520,18-01-2025,P123,C4862,West,10,433.95
521,21-07-2025,P142,C2024,East,6,347.33
522,13-01-2025,P112,C0137,South,7,219.59
523,08-12-2024,P145,C3271,West,3,325.24
524,26-11-2024,P123,C4709,North,3,195.65
525,08-06-2025,P114,C2524,South,6,196.77
526,02-07-2025,P139,C2236,West,1,393.8
527,08-10-2024,P148,C2441,South,10,437.74
528,05-04-2025,P102,C3646,East,8,114.22
529,17-12-2024,P140,C3376,West,10,494.81
530,02-08-2025,P120,C0516,West,10,328.43
531,30-10-2024,P132,C0177,North,9,401.83
532,11-09-2025,P130,C2515,West,5,301.62
533,26-12-2024,P144,C4678,East,7,174.11
534,07-05-2025,P133,C1586,East,2,234.93
535,30-06-2025,P116,C2368,West,9,474.68
536,10-06-2025,P122,C1690,West,10,291.4
537,07-01-2025,P135,C0876,West,5,399.38
538,04-05-2025,P135,C0230,East,5,192.22
539,26-02-2025,P139,C1366,West,1,197
540,11-06-2025,P111,C0969,North,3,229.31
541,27-07-2025,P130,C0321,West,7,180.45
542,10-11-2024,P139,C0502,North,9,130.61
543,13-06-2025,P135,C2070,East,9,96.97
544,19-07-2025,P115,C0005,South,1,198.45
545,24-09-2025,P120,C4431,South,10,317.75
546,26-09-2025,P131,C2146,North,9,206.43
547,27-06-2025,P116,C0120,South,8,404.74
548,21-05-2025,P101,C0388,North,4,70.67
549,05-11-2024,P123,C3198,West,2,316.48
550,27-06-2025,P150,C4887,East,4,57.78
551,02-12-2024,P123,C3174,East,2,301.08
552,15-03-2025,P150,C4632,South,8,490.44
553,10-02-2025,P143,C2411,West,8,306.27
554,13-12-2024,P133,C3931,North,2,288.87
555,10-01-2025,P111,C3396,North,1,100.85
556,08-06-2025,P149,C1672,West,6,449.85
557,15-10-2024,P108,C0390,South,5,463.52
558,17-10-2024,P120,C2065,South,10,317.89
559,11-02-2025,P103,C3223,West,5,349.37
560,09-12-2024,P128,C4577,West,6,124.18
561,02-02-2025,P103,C3096,South,3,102.57
562,20-12-2024,P123,C4894,West,8,111.62
563,28-04-2025,P128,C1461,South,3,106.2
564,22-09-2025,P101,C2718,South,4,469.34
565,13-05-2025,P142,C2416,West,1,166.38
566,03-11-2024,P120,C3936,West,5,293.53
567,09-04-2025,P144,C2668,East,10,150.28
568,02-10-2024,P128,C2673,South,2,431.65
569,13-12-2024,P115,C4378,South,6,52.75
570,11-05-2025,P106,C1124,East,6,377.89
571,27-11-2024,P114,C0833,South,10,75.36
572,12-12-2024,P148,C2041,West,3,346.29
573,28-08-2025,P106,C0557,West,4,465.41
574,11-10-2024,P141,C1173,West,8,120.67
575,28-11-2024,P150,C2218,South,10,205.93
576,12-12-2024,P121,C2632,East,3,131.43
577,02-12-2024,P143,C2501,South,6,112.97
578,07-07-2025,P121,C0831,West,2,489.87
579,31-10-2024,P121,C4008,East,10,87.82
580,15-08-2025,P105,C0449,East,1,288.09
581,08-03-2025,P141,C0387,East,5,319.68
